source,target,weight
they,for,1151.000000000000000
with,are,1147.000000000000000
with,but,1144.000000000000000
can,with,1144.000000000000000
was,with,1144.000000000000000
that,any,1143.000000000000000
this,will,1143.000000000000000
from,you,1137.000000000000000
also,that,1133.000000000000000
when,you,1131.000000000000000
this,can,1128.000000000000000
like,that,1128.000000000000000
you,about,1126.000000000000000
new,and,1123.000000000000000
that,more,1123.000000000000000
these,and,1122.000000000000000
don,have,1109.000000000000000
from,this,1108.000000000000000
with,not,1107.000000000000000
you,but,1106.000000000000000
that,don,1102.000000000000000
but,they,1102.000000000000000
how,you,1101.000000000000000
have,they,1100.000000000000000
than,and,1098.000000000000000
about,this,1098.000000000000000
that,when,1094.000000000000000
not,they,1090.000000000000000
for,will,1090.000000000000000
for,any,1087.000000000000000
have,any,1076.000000000000000
people,that,1071.000000000000000
you,from,1070.000000000000000
would,for,1068.000000000000000
all,you,1066.000000000000000
that,could,1065.000000000000000
they,you,1064.000000000000000
that,their,1063.000000000000000
one,for,1062.000000000000000
you,would,1062.000000000000000
this,from,1061.000000000000000
don,that,1060.000000000000000
only,that,1059.000000000000000
and,been,1054.000000000000000
this,has,1054.000000000000000
for,your,1052.000000000000000
would,not,1049.000000000000000
will,not,1048.000000000000000
there,was,1045.000000000000000
are,but,1042.000000000000000
has,for,1041.000000000000000
what,they,1041.000000000000000
that,been,1039.000000000000000
just,that,1039.000000000000000
have,are,1035.000000000000000
you,all,1034.000000000000000
and,into,1030.000000000000000
said,that,1030.000000000000000
that,just,1027.000000000000000
those,who,1025.000000000000000
and,even,1024.000000000000000
what,for,1024.000000000000000
people,who,1022.000000000000000
believe,that,1022.000000000000000
you,think,1022.000000000000000
but,was,1019.000000000000000
system,and,1018.000000000000000
can,get,1018.000000000000000
for,would,1016.000000000000000
and,should,1009.000000000000000
then,and,1004.000000000000000
for,there,998.000000000000000
don,you,997.000000000000000
who,are,997.000000000000000
this,would,996.000000000000000
our,and,995.000000000000000
this,one,992.000000000000000
not,any,989.000000000000000
you,one,989.000000000000000
all,for,987.000000000000000
god,and,985.000000000000000
was,this,984.000000000000000
that,who,984.000000000000000
and,may,980.000000000000000
and,very,978.000000000000000
all,this,976.000000000000000
are,there,975.000000000000000
and,well,974.000000000000000
and,new,971.000000000000000
for,which,969.000000000000000
know,and,968.000000000000000
for,more,968.000000000000000
and,think,967.000000000000000
for,some,966.000000000000000
are,from,965.000000000000000
what,was,962.000000000000000
that,does,960.000000000000000
and,than,958.000000000000000
such,and,957.000000000000000
not,all,955.000000000000000
they,their,955.000000000000000
other,that,954.000000000000000
and,time,954.000000000000000
you,use,951.000000000000000
would,like,949.000000000000000
and,know,949.000000000000000
did,not,949.000000000000000
for,what,947.000000000000000
been,for,946.000000000000000
but,with,944.000000000000000
and,see,940.000000000000000
with,can,939.000000000000000
and,does,937.000000000000000
that,should,933.000000000000000
not,what,932.000000000000000
that,which,930.000000000000000
very,and,930.000000000000000
all,have,926.000000000000000
one,you,923.000000000000000
about,you,921.000000000000000
you,need,921.000000000000000
that,like,920.000000000000000
were,that,920.000000000000000
that,out,919.000000000000000
with,all,913.000000000000000
how,and,911.000000000000000
with,was,908.000000000000000
their,that,908.000000000000000
that,god,904.000000000000000
what,this,902.000000000000000
will,this,902.000000000000000
what,have,901.000000000000000
and,two,900.000000000000000
more,that,900.000000000000000
right,and,900.000000000000000
was,but,898.000000000000000
and,many,896.000000000000000
with,they,893.000000000000000
that,than,892.000000000000000
you,there,889.000000000000000
will,have,888.000000000000000
and,its,887.000000000000000
than,that,886.000000000000000
they,with,885.000000000000000
that,his,884.000000000000000
and,our,882.000000000000000
and,such,881.000000000000000
who,that,879.000000000000000
are,can,875.000000000000000
over,and,872.000000000000000
fact,that,872.000000000000000
and,could,872.000000000000000
for,about,868.000000000000000
does,that,867.000000000000000
are,all,865.000000000000000
have,from,864.000000000000000
for,has,864.000000000000000
but,can,862.000000000000000
well,and,860.000000000000000
which,that,859.000000000000000
there,this,857.000000000000000
this,what,857.000000000000000
you,they,853.000000000000000
its,and,852.000000000000000
and,system,852.000000000000000
when,that,852.000000000000000
and,said,852.000000000000000
when,they,851.000000000000000
them,that,850.000000000000000
now,and,850.000000000000000
which,are,850.000000000000000
has,with,848.000000000000000
this,all,846.000000000000000
and,those,846.000000000000000
first,and,845.000000000000000
will,with,843.000000000000000
but,there,842.000000000000000
good,and,842.000000000000000
and,god,841.000000000000000
what,about,838.000000000000000
and,most,834.000000000000000
his,that,834.000000000000000
for,who,833.000000000000000
which,you,830.000000000000000
who,have,829.000000000000000
know,what,829.000000000000000
you,any,827.000000000000000
you,should,826.000000000000000
with,from,824.000000000000000
have,some,824.000000000000000
this,there,823.000000000000000
and,now,822.000000000000000
not,was,822.000000000000000
can,from,821.000000000000000
many,and,818.000000000000000
would,this,817.000000000000000
people,are,817.000000000000000
their,they,813.000000000000000
that,other,812.000000000000000
looking,for,812.000000000000000
you,see,811.000000000000000
you,just,810.000000000000000
from,are,809.000000000000000
you,out,809.000000000000000
they,can,809.000000000000000
you,like,807.000000000000000
have,one,807.000000000000000
about,for,807.000000000000000
could,and,806.000000000000000
had,that,806.000000000000000
from,with,805.000000000000000
and,good,803.000000000000000
that,may,802.000000000000000
has,this,802.000000000000000
used,and,801.000000000000000
which,for,800.000000000000000
like,you,797.000000000000000
use,for,797.000000000000000
have,about,794.000000000000000
them,they,794.000000000000000
any,you,792.000000000000000
have,all,791.000000000000000
for,use,791.000000000000000
with,one,791.000000000000000
were,they,790.000000000000000
that,them,787.000000000000000
like,this,786.000000000000000
can,have,786.000000000000000
not,from,784.000000000000000
out,there,782.000000000000000
they,would,782.000000000000000
any,for,782.000000000000000
when,was,780.000000000000000
and,make,779.000000000000000
think,you,778.000000000000000
there,any,777.000000000000000
know,you,776.000000000000000
you,may,773.000000000000000
that,know,772.000000000000000
get,you,772.000000000000000
had,been,769.000000000000000
was,from,768.000000000000000
are,some,768.000000000000000
because,and,764.000000000000000
are,what,764.000000000000000
been,that,764.000000000000000
and,same,761.000000000000000
they,had,761.000000000000000
people,have,760.000000000000000
have,can,759.000000000000000
should,and,759.000000000000000
not,one,759.000000000000000
from,not,759.000000000000000
was,you,757.000000000000000
but,what,755.000000000000000
not,can,753.000000000000000
and,over,751.000000000000000
can,not,750.000000000000000
and,both,747.000000000000000
don,and,746.000000000000000
you,some,746.000000000000000
don,think,745.000000000000000
this,they,742.000000000000000
that,these,742.000000000000000
for,other,741.000000000000000
they,will,740.000000000000000
for,their,739.000000000000000
some,for,739.000000000000000
then,that,739.000000000000000
out,for,738.000000000000000
can,but,736.000000000000000
there,you,734.000000000000000
and,used,733.000000000000000
that,think,732.000000000000000
they,this,732.000000000000000
that,use,730.000000000000000
that,way,728.000000000000000
also,for,726.000000000000000
does,have,724.000000000000000
from,have,724.000000000000000
think,and,724.000000000000000
have,what,724.000000000000000
that,get,724.000000000000000
out,you,723.000000000000000
any,this,722.000000000000000
that,even,722.000000000000000
was,they,721.000000000000000
your,for,719.000000000000000
and,first,718.000000000000000
are,more,718.000000000000000
most,and,717.000000000000000
with,what,716.000000000000000
him,and,715.000000000000000
that,because,714.000000000000000
god,that,713.000000000000000
back,and,712.000000000000000
not,there,712.000000000000000
get,for,711.000000000000000
for,people,707.000000000000000
some,are,707.000000000000000
off,and,705.000000000000000
just,you,704.000000000000000
see,and,704.000000000000000
this,about,703.000000000000000
then,you,702.000000000000000
you,them,702.000000000000000
from,was,700.000000000000000
with,your,699.000000000000000
not,only,699.000000000000000
information,and,697.000000000000000
get,that,696.000000000000000
how,can,696.000000000000000
and,back,696.000000000000000
much,and,695.000000000000000
and,him,695.000000000000000
they,but,694.000000000000000
and,after,694.000000000000000
you,could,692.000000000000000
and,way,691.000000000000000
not,your,689.000000000000000
may,have,689.000000000000000
may,not,688.000000000000000
that,also,688.000000000000000
and,much,686.000000000000000
using,and,686.000000000000000
that,time,686.000000000000000
not,would,686.000000000000000
are,who,686.000000000000000
being,and,685.000000000000000
are,about,684.000000000000000
for,time,684.000000000000000
than,you,683.000000000000000
but,would,681.000000000000000
there,were,679.000000000000000
well,that,678.000000000000000
you,was,678.000000000000000
for,also,678.000000000000000
some,have,677.000000000000000
with,will,676.000000000000000
all,with,676.000000000000000
now,that,676.000000000000000
not,about,676.000000000000000
them,you,676.000000000000000
something,that,676.000000000000000
was,there,675.000000000000000
there,with,675.000000000000000
one,this,674.000000000000000
one,with,673.000000000000000
may,and,673.000000000000000
was,one,672.000000000000000
was,about,672.000000000000000
and,because,671.000000000000000
know,this,671.000000000000000
are,one,671.000000000000000
only,for,671.000000000000000
there,some,670.000000000000000
used,for,669.000000000000000
with,some,668.000000000000000
but,will,667.000000000000000
was,had,666.000000000000000
and,where,666.000000000000000
more,you,666.000000000000000
this,any,664.000000000000000
with,which,663.000000000000000
should,that,663.000000000000000
this,your,662.000000000000000
with,there,662.000000000000000
one,was,661.000000000000000
same,and,660.000000000000000
use,that,660.000000000000000
and,data,656.000000000000000
what,can,656.000000000000000
that,most,655.000000000000000
but,one,655.000000000000000
and,why,655.000000000000000
make,and,653.000000000000000
with,their,653.000000000000000
you,say,653.000000000000000
like,for,653.000000000000000
work,and,653.000000000000000
you,more,652.000000000000000
which,have,651.000000000000000
make,that,651.000000000000000
because,they,650.000000000000000
who,for,649.000000000000000
had,with,649.000000000000000
and,work,649.000000000000000
program,and,649.000000000000000
were,not,648.000000000000000
time,that,648.000000000000000
and,information,648.000000000000000
see,that,647.000000000000000
and,still,646.000000000000000
have,their,645.000000000000000
what,with,645.000000000000000
your,are,645.000000000000000
image,and,644.000000000000000
way,and,643.000000000000000
they,all,643.000000000000000
have,would,643.000000000000000
you,find,643.000000000000000
not,just,643.000000000000000
how,that,642.000000000000000
does,and,641.000000000000000
who,was,641.000000000000000
and,right,639.000000000000000
there,have,639.000000000000000
here,and,638.000000000000000
what,not,638.000000000000000
know,about,636.000000000000000
one,not,636.000000000000000
those,and,634.000000000000000
your,not,634.000000000000000
but,don,633.000000000000000
years,and,633.000000000000000
data,and,633.000000000000000
have,there,632.000000000000000
other,for,632.000000000000000
for,don,632.000000000000000
that,make,631.000000000000000
they,don,631.000000000000000
some,you,631.000000000000000
with,would,630.000000000000000
about,but,629.000000000000000
which,not,629.000000000000000
are,your,629.000000000000000
and,say,629.000000000000000
just,for,628.000000000000000
for,like,628.000000000000000
all,not,628.000000000000000
and,did,628.000000000000000
after,and,627.000000000000000
through,and,627.000000000000000
not,will,627.000000000000000
way,that,626.000000000000000
note,that,626.000000000000000
have,had,625.000000000000000
one,can,625.000000000000000
more,for,625.000000000000000
don,this,625.000000000000000
that,such,624.000000000000000
are,which,623.000000000000000
you,how,623.000000000000000
point,that,622.000000000000000
you,then,622.000000000000000
could,that,622.000000000000000
some,this,621.000000000000000
have,your,621.000000000000000
because,that,620.000000000000000
any,other,620.000000000000000
that,much,619.000000000000000
from,but,618.000000000000000
who,not,617.000000000000000
that,then,617.000000000000000
that,did,616.000000000000000
would,with,615.000000000000000
good,for,615.000000000000000
this,which,614.000000000000000
with,other,614.000000000000000
even,that,614.000000000000000
have,which,614.000000000000000
why,you,613.000000000000000
and,using,613.000000000000000
for,them,612.000000000000000
were,was,611.000000000000000
has,not,611.000000000000000
space,and,608.000000000000000
you,who,608.000000000000000
that,how,607.000000000000000
are,their,606.000000000000000
that,many,605.000000000000000
and,image,605.000000000000000
are,will,604.000000000000000
are,any,603.000000000000000
was,have,603.000000000000000
for,only,602.000000000000000
are,people,601.000000000000000
this,time,600.000000000000000
this,only,599.000000000000000
that,well,599.000000000000000
for,these,599.000000000000000
were,for,598.000000000000000
better,than,598.000000000000000
that,very,598.000000000000000
and,want,597.000000000000000
use,you,597.000000000000000
one,have,596.000000000000000
for,years,595.000000000000000
does,anyone,595.000000000000000
and,need,594.000000000000000
there,not,594.000000000000000
can,are,593.000000000000000
very,that,592.000000000000000
this,just,592.000000000000000
other,you,592.000000000000000
was,were,590.000000000000000
down,and,590.000000000000000
have,was,588.000000000000000
such,that,588.000000000000000
your,this,585.000000000000000
their,for,584.000000000000000
for,when,584.000000000000000
may,that,583.000000000000000
about,are,583.000000000000000
have,them,582.000000000000000
that,into,581.000000000000000
with,any,581.000000000000000
can,any,580.000000000000000
can,what,580.000000000000000
that,good,579.000000000000000
need,and,578.000000000000000
and,being,578.000000000000000
from,they,577.000000000000000
good,that,577.000000000000000
out,this,575.000000000000000
about,what,574.000000000000000
for,his,574.000000000000000
get,this,573.000000000000000
people,they,573.000000000000000
with,has,571.000000000000000
his,was,570.000000000000000
that,used,569.000000000000000
was,his,568.000000000000000
they,was,568.000000000000000
your,have,567.000000000000000
for,than,566.000000000000000
government,and,566.000000000000000
know,but,565.000000000000000
and,others,565.000000000000000
was,all,564.000000000000000
all,they,564.000000000000000
only,you,563.000000000000000
they,from,563.000000000000000
that,our,563.000000000000000
read,and,562.000000000000000
use,this,562.000000000000000
this,some,562.000000000000000
you,also,562.000000000000000
should,have,561.000000000000000
bit,and,560.000000000000000
would,but,560.000000000000000
which,was,560.000000000000000
where,and,559.000000000000000
for,those,559.000000000000000
even,and,559.000000000000000
you,might,559.000000000000000
and,since,558.000000000000000
which,can,558.000000000000000
are,than,558.000000000000000
all,but,558.000000000000000
what,would,557.000000000000000
had,was,557.000000000000000
other,are,557.000000000000000
take,and,556.000000000000000
not,sure,556.000000000000000
sure,that,555.000000000000000
know,for,554.000000000000000
but,from,554.000000000000000
said,and,554.000000000000000
some,with,553.000000000000000
you,which,553.000000000000000
for,just,552.000000000000000
could,have,552.000000000000000
number,and,551.000000000000000
for,information,551.000000000000000
and,while,551.000000000000000
this,also,551.000000000000000
power,and,550.000000000000000
don,but,549.000000000000000
people,for,547.000000000000000
that,doesn,547.000000000000000
here,that,546.000000000000000
into,that,545.000000000000000
that,right,545.000000000000000
and,off,544.000000000000000
there,can,543.000000000000000
think,this,543.000000000000000
year,and,541.000000000000000
have,more,541.000000000000000
only,one,541.000000000000000
how,this,540.000000000000000
that,those,540.000000000000000
has,you,540.000000000000000
you,were,539.000000000000000
does,this,538.000000000000000
are,only,538.000000000000000
and,find,538.000000000000000
are,other,538.000000000000000
when,are,537.000000000000000
about,with,537.000000000000000
new,york,537.000000000000000
that,might,537.000000000000000
people,you,537.000000000000000
how,are,537.000000000000000
for,new,536.000000000000000
from,can,535.000000000000000
are,also,535.000000000000000
some,but,535.000000000000000
who,this,534.000000000000000
want,and,534.000000000000000
you,when,534.000000000000000
this,more,534.000000000000000
are,these,533.000000000000000
any,with,533.000000000000000
had,for,532.000000000000000
have,will,532.000000000000000
which,with,532.000000000000000
them,for,532.000000000000000
but,has,532.000000000000000
but,think,531.000000000000000
than,for,531.000000000000000
can,they,531.000000000000000
don,for,530.000000000000000
about,have,530.000000000000000
and,too,530.000000000000000
people,not,530.000000000000000
other,this,530.000000000000000
you,only,530.000000000000000
and,bit,529.000000000000000
that,same,528.000000000000000
did,and,528.000000000000000
these,that,528.000000000000000
own,and,527.000000000000000
have,out,526.000000000000000
system,that,526.000000000000000
this,does,526.000000000000000
will,but,526.000000000000000
and,take,526.000000000000000
with,his,526.000000000000000
any,would,525.000000000000000
and,here,525.000000000000000
out,with,523.000000000000000
did,that,523.000000000000000
which,this,522.000000000000000
but,all,521.000000000000000
there,one,521.000000000000000
and,number,521.000000000000000
there,but,521.000000000000000
was,when,520.000000000000000
find,that,520.000000000000000
not,know,520.000000000000000
time,for,519.000000000000000
new,for,519.000000000000000
not,because,518.000000000000000
can,use,517.000000000000000
and,through,516.000000000000000
can,your,516.000000000000000
from,one,515.000000000000000
their,are,515.000000000000000
set,and,514.000000000000000
that,being,514.000000000000000
for,how,513.000000000000000
with,them,513.000000000000000
for,out,513.000000000000000
you,make,513.000000000000000
them,are,513.000000000000000
about,not,512.000000000000000
people,with,512.000000000000000
some,not,511.000000000000000
was,who,511.000000000000000
this,when,511.000000000000000
and,program,510.000000000000000
under,and,510.000000000000000
who,you,509.000000000000000
time,you,509.000000000000000
other,have,509.000000000000000
who,with,508.000000000000000
mean,that,508.000000000000000
they,out,507.000000000000000
does,know,506.000000000000000
that,why,506.000000000000000
say,you,506.000000000000000
need,for,506.000000000000000
less,than,504.000000000000000
and,down,504.000000000000000
your,with,503.000000000000000
those,that,503.000000000000000
was,what,502.000000000000000
know,are,501.000000000000000
from,there,501.000000000000000
can,one,501.000000000000000
you,people,500.000000000000000
should,not,500.000000000000000
look,and,500.000000000000000
and,under,499.000000000000000
and,again,498.000000000000000
point,and,498.000000000000000
that,now,498.000000000000000
all,was,497.000000000000000
many,that,496.000000000000000
not,has,496.000000000000000
where,can,496.000000000000000
that,something,495.000000000000000
this,like,494.000000000000000
people,this,494.000000000000000
thing,that,493.000000000000000
are,just,491.000000000000000
things,that,490.000000000000000
and,between,490.000000000000000
also,have,490.000000000000000
and,things,490.000000000000000
was,would,490.000000000000000
say,and,489.000000000000000
they,them,489.000000000000000
they,what,488.000000000000000
before,and,487.000000000000000
system,for,487.000000000000000
which,has,486.000000000000000
this,may,485.000000000000000
got,and,485.000000000000000
with,about,485.000000000000000
about,they,485.000000000000000
tell,you,484.000000000000000
line,and,484.000000000000000
that,really,483.000000000000000
because,you,483.000000000000000
most,that,483.000000000000000
that,must,482.000000000000000
they,there,482.000000000000000
like,have,481.000000000000000
their,own,481.000000000000000
for,sale,481.000000000000000
any,are,480.000000000000000
first,that,480.000000000000000
that,its,480.000000000000000
were,with,480.000000000000000
from,which,480.000000000000000
with,like,480.000000000000000
for,now,479.000000000000000
one,but,479.000000000000000
for,know,479.000000000000000
there,will,479.000000000000000
those,are,479.000000000000000
was,out,478.000000000000000
but,also,478.000000000000000
with,more,478.000000000000000
all,from,478.000000000000000
also,you,478.000000000000000
same,that,477.000000000000000
against,and,477.000000000000000
and,before,477.000000000000000
around,and,475.000000000000000
with,who,475.000000000000000
and,support,475.000000000000000
and,her,475.000000000000000
about,was,475.000000000000000
and,never,474.000000000000000
made,and,474.000000000000000
are,out,474.000000000000000
not,people,474.000000000000000
because,not,473.000000000000000
any,have,473.000000000000000
well,you,473.000000000000000
more,this,473.000000000000000
things,and,472.000000000000000
that,two,472.000000000000000
for,get,472.000000000000000
not,even,472.000000000000000
and,each,472.000000000000000
and,must,472.000000000000000
our,that,472.000000000000000
see,for,471.000000000000000
think,are,470.000000000000000
come,and,469.000000000000000
and,space,469.000000000000000
united,states,469.000000000000000
you,believe,469.000000000000000
they,just,468.000000000000000
who,were,468.000000000000000
last,and,468.000000000000000
you,right,467.000000000000000
been,this,467.000000000000000
also,with,467.000000000000000
that,say,467.000000000000000
see,you,467.000000000000000
much,that,466.000000000000000
and,made,466.000000000000000
this,been,466.000000000000000
with,only,465.000000000000000
used,that,465.000000000000000
saying,that,465.000000000000000
this,don,464.000000000000000
anyone,know,464.000000000000000
that,made,464.000000000000000
but,when,463.000000000000000
other,than,463.000000000000000
for,does,462.000000000000000
they,could,462.000000000000000
are,many,461.000000000000000
and,anyone,461.000000000000000
when,for,460.000000000000000
this,who,460.000000000000000
world,and,460.000000000000000
are,very,460.000000000000000
their,this,459.000000000000000
still,and,459.000000000000000
you,really,459.000000000000000
with,when,459.000000000000000
one,other,458.000000000000000
but,any,458.000000000000000
for,most,458.000000000000000
for,two,457.000000000000000
three,and,457.000000000000000
not,who,457.000000000000000
been,with,457.000000000000000
and,without,456.000000000000000
want,you,456.000000000000000
from,what,456.000000000000000
two,that,455.000000000000000
when,with,455.000000000000000
day,and,454.000000000000000
don,what,454.000000000000000
much,more,454.000000000000000
him,that,454.000000000000000
and,really,454.000000000000000
her,and,454.000000000000000
don,they,453.000000000000000
they,get,453.000000000000000
even,you,453.000000000000000
that,going,453.000000000000000
since,and,453.000000000000000
are,them,452.000000000000000
were,you,452.000000000000000
get,with,451.000000000000000
including,and,451.000000000000000
for,good,451.000000000000000
called,and,451.000000000000000
you,please,450.000000000000000
your,can,450.000000000000000
being,that,450.000000000000000
could,not,450.000000000000000
was,just,450.000000000000000
one,are,450.000000000000000
get,from,450.000000000000000
than,this,450.000000000000000
there,which,450.000000000000000
why,not,450.000000000000000
all,can,449.000000000000000
some,people,449.000000000000000
well,for,449.000000000000000
there,who,449.000000000000000
should,for,449.000000000000000
not,like,449.000000000000000
can,see,449.000000000000000
this,other,448.000000000000000
not,some,448.000000000000000
not,them,448.000000000000000
have,don,448.000000000000000
this,out,448.000000000000000
these,for,448.000000000000000
version,and,448.000000000000000
only,have,447.000000000000000
could,for,447.000000000000000
not,their,447.000000000000000
would,they,446.000000000000000
for,first,446.000000000000000
but,some,446.000000000000000
find,and,446.000000000000000
and,power,445.000000000000000
and,please,445.000000000000000
may,for,445.000000000000000
can,there,444.000000000000000
and,got,444.000000000000000
while,and,444.000000000000000
any,can,444.000000000000000
are,would,443.000000000000000
have,like,442.000000000000000
new,that,442.000000000000000
going,and,442.000000000000000
and,let,442.000000000000000
this,how,442.000000000000000
where,you,441.000000000000000
you,has,441.000000000000000
and,another,441.000000000000000
most,are,441.000000000000000
only,but,441.000000000000000
will,from,441.000000000000000
and,something,441.000000000000000
each,and,441.000000000000000
that,first,440.000000000000000
that,said,439.000000000000000
which,will,439.000000000000000
what,does,439.000000000000000
time,this,438.000000000000000
and,help,438.000000000000000
based,and,437.000000000000000
and,probably,437.000000000000000
out,they,437.000000000000000
like,but,437.000000000000000
not,been,437.000000000000000
like,with,436.000000000000000
out,have,436.000000000000000
and,government,436.000000000000000
anyone,this,435.000000000000000
and,around,435.000000000000000
have,seen,435.000000000000000
have,time,435.000000000000000
this,because,435.000000000000000
but,more,435.000000000000000
